"Id","Amount","DetailType","JournalEntryLineDetail.PostingType","JournalEntryLineDetail.AccountRef.value","JournalEntryLineDetail.AccountRef.name","Parent_Id","TxnDate","DocNumber","JournalEntryLineDetail.Entity.Type","JournalEntryLineDetail.Entity.EntityRef.value","JournalEntryLineDetail.Entity.EntityRef.name","JournalEntryLineDetail.ClassRef.value","JournalEntryLineDetail.ClassRef.name","JournalEntryLineDetail.DepartmentRef.value","JournalEntryLineDetail.DepartmentRef.name","Description","ProjectRef.value","Parent_Entity"
"1","16.87",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36453","2025-01-15","9EB5C",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"0","17.0",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36452","2025-01-14","9EB57",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"1","17.0",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36452","2025-01-14","9EB57",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"2","140.41",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36452","2025-01-14","9EB57",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"3","140.41",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36452","2025-01-14","9EB57",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"0","89.98",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36451","2025-01-13","9EB52",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"1","89.98",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36451","2025-01-13","9EB52",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"2","134.17",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36451","2025-01-13","9EB52",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"3","134.17",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36451","2025-01-13","9EB52",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"0","48.0",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36450","2025-01-11","9E9F4",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"1","48.0",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36450","2025-01-11","9E9F4",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"2","218.9",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36450","2025-01-11","9E9F4",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"3","218.9",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36450","2025-01-11","9E9F4",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"0","12.5",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36449","2025-01-10","9E9EF",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"1","12.5",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36449","2025-01-10","9E9EF",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"2","163.61",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36449","2025-01-10","9E9EF",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"3","163.61",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36449","2025-01-10","9E9EF",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"0","54.02",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36460","2025-01-23","9ECC7",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"1","54.02",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36460","2025-01-23","9ECC7",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"2","416.17",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36460","2025-01-23","9ECC7",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"3","416.17",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36460","2025-01-23","9ECC7",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"0","11.9",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36459","2025-01-22","9EC69",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"1","11.9",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36459","2025-01-22","9EC69",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"0","38.8",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36458","2025-01-21","9EC0F",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"1","38.8",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36458","2025-01-21","9EC0F",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"2","208.46",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36458","2025-01-21","9EC0F",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"3","208.46",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36458","2025-01-21","9EC0F",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"0","71.46",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36457","2025-01-20","9EC0A",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"1","71.46",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36457","2025-01-20","9EC0A",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"2","0.39",JournalEntryLineDetail,Credit,"149",Retail:Merchandise,"36457","2025-01-20","9EC0A",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"3","0.39",JournalEntryLineDetail,Debit,"208",Retail Inventory,"36457","2025-01-20","9EC0A",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"0","77.5",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36462","2025-01-25","9ED8F",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"1","77.5",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36462","2025-01-25","9ED8F",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"2","205.16",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36462","2025-01-25","9ED8F",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"3","205.16",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36462","2025-01-25","9ED8F",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"0","134.04",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36461","2025-01-24","9ED8C",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"1","134.04",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36461","2025-01-24","9ED8C",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"0","54.0",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36465","2025-01-29","9EE8D",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"1","54.0",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36465","2025-01-29","9EE8D",,,,"842112",RETAIL:HFT,"3",Retail,,,JournalEntry
"2","103.45",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36465","2025-01-29","9EE8D",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"3","103.45",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36465","2025-01-29","9EE8D",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"0","20.5",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36464","2025-01-28","9EE08",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"1","20.5",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36464","2025-01-28","9EE08",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"0","304.78",JournalEntryLineDetail,Debit,"149",Retail:Merchandise,"36463","2025-01-27","9EDE7",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"1","304.78",JournalEntryLineDetail,Credit,"208",Retail Inventory,"36463","2025-01-27","9EDE7",,,,"842113",RETAIL:KZI,"3",Retail,,,JournalEntry
"0","7262.62",JournalEntryLineDetail,Credit,"123",HFT Boh Trust Sweep Acct,"36693","2025-01-27","01272025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"2","7262.62",JournalEntryLineDetail,Debit,"124",HFT Client Trust Account,"36693","2025-01-27","01272025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","1474.41",JournalEntryLineDetail,Credit,"123",HFT Boh Trust Sweep Acct,"36694","2025-01-30","01302025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"1","1474.41",JournalEntryLineDetail,Debit,"124",HFT Client Trust Account,"36694","2025-01-30","01302025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","12229.28",JournalEntryLineDetail,Debit,"123",HFT Boh Trust Sweep Acct,"36695","2025-01-29","01292025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"1","12229.28",JournalEntryLineDetail,Credit,"124",HFT Client Trust Account,"36695","2025-01-29","01292025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","13026.89",JournalEntryLineDetail,Debit,"123",HFT Boh Trust Sweep Acct,"36696","2025-01-28","01282025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"1","13026.89",JournalEntryLineDetail,Credit,"124",HFT Client Trust Account,"36696","2025-01-28","01282025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","4388.99",JournalEntryLineDetail,Credit,"122",HFT BOH Operating Sweep Account,"36717","2025-01-28","01282025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"2","4388.99",JournalEntryLineDetail,Debit,"125",HFT Operating Account,"36717","2025-01-28","01282025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","14213.18",JournalEntryLineDetail,Credit,"122",HFT BOH Operating Sweep Account,"36718","2025-01-29","01292025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"1","14213.18",JournalEntryLineDetail,Debit,"125",HFT Operating Account,"36718","2025-01-29","01292025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","4766.98",JournalEntryLineDetail,Credit,"122",HFT BOH Operating Sweep Account,"36719","2025-01-31","01312025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"2","4766.98",JournalEntryLineDetail,Debit,"125",HFT Operating Account,"36719","2025-01-31","01312025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","7081.26",JournalEntryLineDetail,Credit,"129",HFT Wire Account,"36734","2025-01-27","01272025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"2","7081.26",JournalEntryLineDetail,Debit,"125",HFT Operating Account,"36734","2025-01-27","01272025",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","3989.57",JournalEntryLineDetail,Credit,"191",KOZI Client Trust Account,"36929","2025-01-28","01282025",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"2","3989.57",JournalEntryLineDetail,Debit,"185",KOZI BOH Trust Sweep Acct,"36929","2025-01-28","01282025",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"0","8877.45",JournalEntryLineDetail,Credit,"191",KOZI Client Trust Account,"36930","2025-01-29","01292025",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"1","8877.45",JournalEntryLineDetail,Debit,"185",KOZI BOH Trust Sweep Acct,"36930","2025-01-29","01292025",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"0","5560.38",JournalEntryLineDetail,Credit,"191",KOZI Client Trust Account,"36931","2025-01-30","01302025",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"1","5560.38",JournalEntryLineDetail,Debit,"185",KOZI BOH Trust Sweep Acct,"36931","2025-01-30","01302025",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"0","3566.83",JournalEntryLineDetail,Credit,"191",KOZI Client Trust Account,"36932","2025-01-31","01302026",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"1","3566.83",JournalEntryLineDetail,Debit,"185",KOZI BOH Trust Sweep Acct,"36932","2025-01-31","01302026",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"0","24876.63",JournalEntryLineDetail,Debit,"191",KOZI Client Trust Account,"36933","2025-01-27","01272025",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"1","24876.63",JournalEntryLineDetail,Credit,"185",KOZI BOH Trust Sweep Acct,"36933","2025-01-27","01272025",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"0","162757.68",JournalEntryLineDetail,Debit,"57",Deferred Revenue:Deferred Revenue (CC),"36981","2025-01-31","01272027",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"1","3161.15",JournalEntryLineDetail,Credit,"59",Deferred Revenue:Credit Card Fees,"36981","2025-01-31","01272027",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"2","5735.08",JournalEntryLineDetail,Credit,"74",Signature - Private Tours,"36981","2025-01-31","01272027",Customer,"1166",Abercrombie & Kent Management Co LLC,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"3","109.57",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36981","2025-01-31","01272027",Customer,"1166",Abercrombie & Kent Management Co LLC,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"4","4988.29",JournalEntryLineDetail,Credit,"72",Group Tours,"36981","2025-01-31","01272027",Customer,"133",Direct:Affiliate 15%,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"5","95.69",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36981","2025-01-31","01272027",Customer,"133",Direct:Affiliate 15%,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"6","2765.97",JournalEntryLineDetail,Credit,"74",Signature - Private Tours,"36981","2025-01-31","01272027",Customer,"74",American Excursionist {Customer},"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"7","52.85",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36981","2025-01-31","01272027",Customer,"74",American Excursionist {Customer},"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"8","1765.44",JournalEntryLineDetail,Credit,"71",FIT Tours,"36981","2025-01-31","01272027",Customer,"1209",Fareharbor,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"9","34.75",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36981","2025-01-31","01272027",Customer,"1209",Fareharbor,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"10","2170.68",JournalEntryLineDetail,Credit,"71",FIT Tours,"36981","2025-01-31","01272027",Customer,"1210",Hadal Tour Activity Agency,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"11","42.15",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36981","2025-01-31","01272027",Customer,"1210",Hadal Tour Activity Agency,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"12","287.96",JournalEntryLineDetail,Credit,"71",FIT Tours,"36981","2025-01-31","01272027",Customer,"42",Happa Hawaii Collections(Customer),"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"13","5.77",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36981","2025-01-31","01272027",Customer,"42",Happa Hawaii Collections(Customer),"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"14","5914.97",JournalEntryLineDetail,Credit,"71",FIT Tours,"36981","2025-01-31","01272027",Customer,"1211",Hawaii Tours and Activities LLC,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"15","115.69",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36981","2025-01-31","01272027",Customer,"1211",Hawaii Tours and Activities LLC,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"16","3443.99",JournalEntryLineDetail,Credit,"71",FIT Tours,"36981","2025-01-31","01272027",Customer,"1214",Kona Concierge,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"17","66.33",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36981","2025-01-31","01272027",Customer,"1214",Kona Concierge,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"18","7170.91",JournalEntryLineDetail,Credit,"71",FIT Tours,"36981","2025-01-31","01272027",Customer,"1215",Love Hawaii Guides Inc,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"19","139.38",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36981","2025-01-31","01272027",Customer,"1215",Love Hawaii Guides Inc,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"20","318.64",JournalEntryLineDetail,Credit,"71",FIT Tours,"36981","2025-01-31","01272027",Customer,"101","Off the beaten path, LLC.","842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"21","6.35",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36981","2025-01-31","01272027",Customer,"101","Off the beaten path, LLC.","842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"22","1223.87",JournalEntryLineDetail,Credit,"71",FIT Tours,"36981","2025-01-31","01272027",Customer,"1216",Overseas International,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"23","493.13",JournalEntryLineDetail,Credit,"71",FIT Tours,"36981","2025-01-31","01272027",Customer,"106",Pan Pacific Enterprise Group Inc dba Pan,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"24","24.06",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36981","2025-01-31","01272027",Customer,"1216",Overseas International,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"25","9.58",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36981","2025-01-31","01272027",Customer,"106",Pan Pacific Enterprise Group Inc dba Pan,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"26","2290.25",JournalEntryLineDetail,Credit,"71",FIT Tours,"36981","2025-01-31","01272027",Customer,"1217",Tournet Hawaii Inc,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"27","44.44",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36981","2025-01-31","01272027",Customer,"1217",Tournet Hawaii Inc,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"28","4699.61",JournalEntryLineDetail,Credit,"74",Signature - Private Tours,"36981","2025-01-31","01272027",Customer,"124",TripArc,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"29","3230.37",JournalEntryLineDetail,Credit,"74",Signature - Private Tours,"36981","2025-01-31","01272027",Customer,"124",TripArc,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"30","151.23",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36981","2025-01-31","01272027",Customer,"124",TripArc,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"31","2263.31",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36981","2025-01-31","01272027",Customer,"131",Direct,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"32","575.92",JournalEntryLineDetail,Credit,"54",Accrued Liabilities:Gift Certificates Payable,"36981","2025-01-31","01272027",Customer,"131",Direct,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"33","115682.6",JournalEntryLineDetail,Credit,"71",FIT Tours,"36981","2025-01-31","01272027",Customer,"131",Direct,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","145511.16",JournalEntryLineDetail,Debit,"57",Deferred Revenue:Deferred Revenue (CC),"36982","2025-01-31","01272028",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"1","2850.4",JournalEntryLineDetail,Credit,"59",Deferred Revenue:Credit Card Fees,"36982","2025-01-31","01272028",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"2","2044.11",JournalEntryLineDetail,Credit,"74",Signature - Private Tours,"36982","2025-01-31","01272028",Customer,"1232",K Abercrombie & Kent Management Co LLC,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"3","39.03",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36982","2025-01-31","01272028",Customer,"1232",K Abercrombie & Kent Management Co LLC,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"4","20.93",JournalEntryLineDetail,Credit,"71",FIT Tours,"36982","2025-01-31","01272028",Customer,"150",KBlue Hawaiian Activities,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"5","0.7",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36982","2025-01-31","01272028",Customer,"150",KBlue Hawaiian Activities,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"6","41.86",JournalEntryLineDetail,Credit,"71",FIT Tours,"36982","2025-01-31","01272028",Customer,"142","KActivity Information Center, Inc.  dba E","842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"7","1.4",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36982","2025-01-31","01272028",Customer,"142","KActivity Information Center, Inc.  dba E","842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"8","2126.66",JournalEntryLineDetail,Credit,"71",FIT Tours,"36982","2025-01-31","01272028",Customer,"158",KFareharbor.,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"9","41.6",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36982","2025-01-31","01272028",Customer,"158",KFareharbor.,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"10","984.28",JournalEntryLineDetail,Credit,"71",FIT Tours,"36982","2025-01-31","01272028",Customer,"159",KFotaflo.,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"11","19.0",JournalEntryLineDetail,Debit,"155",Tours:Credit Card Fees,"36982","2025-01-31","01272028",Customer,"159",KFotaflo.,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
